23:05:2018 15:53:26:860,0
23:05:2018 15:53:26:860,0
23:05:2018 15:53:26:860,0
23:05:2018 15:53:26:910,0
23:05:2018 15:53:26:960,0
23:05:2018 15:53:27:010,0
23:05:2018 15:53:27:060,0
23:05:2018 15:53:27:110,0
23:05:2018 15:53:27:160,0
23:05:2018 15:53:27:210,0
23:05:2018 15:53:27:260,0
23:05:2018 15:53:27:310,0
23:05:2018 15:53:27:360,0
23:05:2018 15:53:27:410,0
23:05:2018 15:53:27:460,0
23:05:2018 15:53:27:510,0
23:05:2018 15:53:27:560,0
23:05:2018 15:53:27:610,0
23:05:2018 15:53:27:660,0
23:05:2018 15:53:27:710,0
23:05:2018 15:53:27:760,0
23:05:2018 15:53:27:810,0
23:05:2018 15:53:27:860,0
23:05:2018 15:53:27:910,0
23:05:2018 15:53:27:960,0
23:05:2018 15:53:28:010,0
23:05:2018 15:53:28:060,0
23:05:2018 15:53:28:110,0
23:05:2018 15:53:28:160,0
23:05:2018 15:53:28:210,0
23:05:2018 15:53:28:260,0
23:05:2018 15:53:28:310,0
23:05:2018 15:53:28:360,0
23:05:2018 15:53:28:410,0
23:05:2018 15:53:28:460,0
23:05:2018 15:53:28:510,0
23:05:2018 15:53:28:560,0
23:05:2018 15:53:28:610,0
23:05:2018 15:53:28:660,0
23:05:2018 15:53:28:710,0
23:05:2018 15:53:28:760,0
23:05:2018 15:53:28:810,0
23:05:2018 15:53:28:860,0
23:05:2018 15:53:28:910,0
23:05:2018 15:53:28:960,0
23:05:2018 15:53:29:010,0
23:05:2018 15:53:29:060,0
23:05:2018 15:53:29:110,0
23:05:2018 15:53:29:160,0
23:05:2018 15:53:29:210,0
23:05:2018 15:53:29:260,0
23:05:2018 15:53:29:310,0
23:05:2018 15:53:29:360,0
23:05:2018 15:53:29:410,0
23:05:2018 15:53:29:460,0
23:05:2018 15:53:29:510,0
23:05:2018 15:53:29:560,0
23:05:2018 15:53:29:610,0
23:05:2018 15:53:29:660,0
23:05:2018 15:53:29:710,0
23:05:2018 15:53:29:760,0
23:05:2018 15:53:29:810,0
23:05:2018 15:53:29:860,0
23:05:2018 15:53:29:910,0
23:05:2018 15:53:29:960,0
23:05:2018 15:53:30:010,0
23:05:2018 15:53:30:060,0
23:05:2018 15:53:30:110,0
23:05:2018 15:53:30:160,0
23:05:2018 15:53:30:210,0
23:05:2018 15:53:30:260,0
23:05:2018 15:53:30:310,0
23:05:2018 15:53:30:360,0
23:05:2018 15:53:30:410,0
23:05:2018 15:53:30:460,0
23:05:2018 15:53:30:510,0
23:05:2018 15:53:30:560,0
23:05:2018 15:53:30:610,0
23:05:2018 15:53:30:660,0
23:05:2018 15:53:30:710,0
23:05:2018 15:53:30:760,0
23:05:2018 15:53:30:810,0
23:05:2018 15:53:30:860,0
23:05:2018 15:53:30:910,0
23:05:2018 15:53:30:960,0
23:05:2018 15:53:31:010,0
23:05:2018 15:53:31:060,0
23:05:2018 15:53:31:110,0
23:05:2018 15:53:31:160,0
23:05:2018 15:53:31:210,0
23:05:2018 15:53:31:260,0
23:05:2018 15:53:31:310,0
23:05:2018 15:53:31:360,0
23:05:2018 15:53:31:410,0
23:05:2018 15:53:31:460,0
23:05:2018 15:53:31:510,0
23:05:2018 15:53:31:560,0
23:05:2018 15:53:31:610,0
23:05:2018 15:53:31:660,0
23:05:2018 15:53:31:710,0
23:05:2018 15:53:31:760,0
23:05:2018 15:53:31:810,0
23:05:2018 15:53:31:860,0
23:05:2018 15:53:31:910,0
23:05:2018 15:53:31:960,0
23:05:2018 15:53:32:010,0
23:05:2018 15:53:32:060,0
23:05:2018 15:53:32:110,0
23:05:2018 15:53:32:160,0
23:05:2018 15:53:32:210,0
23:05:2018 15:53:32:260,0
23:05:2018 15:53:32:310,0
23:05:2018 15:53:32:360,0
23:05:2018 15:53:32:410,0
23:05:2018 15:53:32:460,0
23:05:2018 15:53:32:510,0
23:05:2018 15:53:32:560,0
23:05:2018 15:53:32:610,0
23:05:2018 15:53:32:660,0
23:05:2018 15:53:32:710,0
23:05:2018 15:53:32:760,0
23:05:2018 15:53:32:810,0
23:05:2018 15:53:32:860,0
23:05:2018 15:53:32:910,0
23:05:2018 15:53:32:960,0
23:05:2018 15:53:33:010,0
23:05:2018 15:53:33:060,0
23:05:2018 15:53:33:110,0
23:05:2018 15:53:33:160,0
23:05:2018 15:53:33:210,0
23:05:2018 15:53:33:288,0
23:05:2018 15:53:33:288,9.375
23:05:2018 15:53:33:320,9.375
23:05:2018 15:53:33:320,19.5
23:05:2018 15:53:33:336,19.5
23:05:2018 15:53:33:336,32.125
23:05:2018 15:53:33:352,32.125
23:05:2018 15:53:33:352,44.6875
23:05:2018 15:53:33:368,44.6875
23:05:2018 15:53:33:368,55.875
23:05:2018 15:53:33:384,55.875
23:05:2018 15:53:33:384,64
23:05:2018 15:53:33:400,64
23:05:2018 15:53:33:400,69.9375
23:05:2018 15:53:33:416,69.9375
23:05:2018 15:53:33:416,72.8125
23:05:2018 15:53:33:432,72.8125
23:05:2018 15:53:33:432,77.625
23:05:2018 15:53:33:448,77.625
23:05:2018 15:53:33:448,74.6875
23:05:2018 15:53:33:464,74.6875
23:05:2018 15:53:33:464,75.625
23:05:2018 15:53:33:480,75.625
23:05:2018 15:53:33:480,82.5
23:05:2018 15:53:33:496,82.5
23:05:2018 15:53:33:496,81
23:05:2018 15:53:33:512,81
23:05:2018 15:53:33:512,78.625
23:05:2018 15:53:33:528,78.625
23:05:2018 15:53:33:528,80.875
23:05:2018 15:53:33:544,80.875
23:05:2018 15:53:33:544,82.5
23:05:2018 15:53:33:560,82.5
23:05:2018 15:53:33:560,82.5625
23:05:2018 15:53:33:576,82.5625
23:05:2018 15:53:33:576,81.3125
23:05:2018 15:53:33:593,81.3125
23:05:2018 15:53:33:593,80.1875
23:05:2018 15:53:33:625,80.1875
23:05:2018 15:53:33:625,81.125
23:05:2018 15:53:33:641,81.125
23:05:2018 15:53:33:641,81.75
23:05:2018 15:53:33:657,81.75
23:05:2018 15:53:33:657,82.5
23:05:2018 15:53:33:689,82.5
23:05:2018 15:53:33:689,55.625
23:05:2018 15:53:33:705,55.625
23:05:2018 15:53:33:705,46.5
23:05:2018 15:53:33:721,46.5
23:05:2018 15:53:33:721,37.625
23:05:2018 15:53:33:737,37.625
23:05:2018 15:53:33:737,30.25
23:05:2018 15:53:33:753,30.25
23:05:2018 15:53:33:753,25
23:05:2018 15:53:33:769,25
23:05:2018 15:53:33:769,20.6875
23:05:2018 15:53:33:785,20.6875
23:05:2018 15:53:33:785,17.625
23:05:2018 15:53:33:801,17.625
23:05:2018 15:53:33:801,12.5
23:05:2018 15:53:33:817,12.5
23:05:2018 15:53:33:817,7.625
23:05:2018 15:53:33:833,7.625
23:05:2018 15:53:33:833,3.125
23:05:2018 15:53:33:849,3.125
23:05:2018 15:53:33:849,0
23:05:2018 15:53:33:849,0
23:05:2018 15:53:33:899,0
23:05:2018 15:53:33:949,0
23:05:2018 15:53:33:999,0
23:05:2018 15:53:34:049,0
23:05:2018 15:53:34:099,0
23:05:2018 15:53:34:149,0
23:05:2018 15:53:34:199,0
23:05:2018 15:53:34:249,0
23:05:2018 15:53:34:299,0
23:05:2018 15:53:34:349,0
23:05:2018 15:53:34:404,0
23:05:2018 15:53:34:404,15.875
23:05:2018 15:53:34:420,15.875
23:05:2018 15:53:34:420,33.0625
23:05:2018 15:53:34:436,33.0625
23:05:2018 15:53:34:436,50.1875
23:05:2018 15:53:34:452,50.1875
23:05:2018 15:53:34:452,68
23:05:2018 15:53:34:468,68
23:05:2018 15:53:34:468,77.8125
23:05:2018 15:53:34:484,77.8125
23:05:2018 15:53:34:484,90.125
23:05:2018 15:53:34:500,90.125
23:05:2018 15:53:34:500,97.4375
23:05:2018 15:53:34:516,97.4375
23:05:2018 15:53:34:516,103.5
23:05:2018 15:53:34:532,103.5
23:05:2018 15:53:34:532,108.75
23:05:2018 15:53:34:548,108.75
23:05:2018 15:53:34:548,112.4375
23:05:2018 15:53:34:564,112.4375
23:05:2018 15:53:34:564,115.3125
23:05:2018 15:53:34:580,115.3125
23:05:2018 15:53:34:580,116.5625
23:05:2018 15:53:34:596,116.5625
23:05:2018 15:53:34:596,118.3125
23:05:2018 15:53:34:612,118.3125
23:05:2018 15:53:34:612,118.75
